Invoice ID,Branch,city,Customer type,Gender,PRODUCT LINE,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs
382-25-8917,C,naypyitaw,Normal,Male,FASHION ACCESSORIES,$42.08 ,6,$12.62 ,,4349400.00%,12:25:00 PM,Cash,
422-29-8786,A,yangon,Normal,Female,HOME AND LIFESTYLE,$67.09 ,5,$16.77 ,,4346800.00%,4:47:00 PM,Credit card,
667-23-5919,A,yangon,Member,Female,FASHION ACCESSORIES,$96.70 ,5,$24.18 ,,4347900.00%,12:52:00 PM,Ewallet,
843-01-4703,B,mandalay,Member,Female,HOME AND LIFESTYLE,$35.38 ,9,$15.92 ,,4347000.00%,7:50:00 PM,Credit card,
743-88-1662,C,naypyitaw,Normal,Male,SPORTS AND TRAVEL,$95.49 ,7,$33.42 ,,4351800.00%,6:17:00 PM,Ewallet,
595-86-2894,C,naypyitaw,Member,Male,FASHION ACCESSORIES,$96.98 ,4,$19.40 ,,4350200.00%,5:20:00 PM,Ewallet,
182-69-8360,B,mandalay,Normal,Female,ELECTRONIC ACCESSORIES,$23.65 ,4,$4.73 ,,4349500.00%,1:32:00 PM,Credit card,
289-15-7034,A,yangon,Member,Male,SPORTS AND TRAVEL,$82.33 ,4,$16.47 ,,4347600.00%,10:37:00 AM,Credit card,
462-78-5240,C,naypyitaw,Normal,Female,ELECTRONIC ACCESSORIES,$26.61 ,2,$2.66 ,,4354300.00%,2:35:00 PM,Cash,
868-52-7573,B,mandalay,Normal,Female,FOOD AND BEVERAGES,$99.69 ,5,$24.92 ,,4347900.00%,12:09:00 PM,Cash,
153-58-4872,C,naypyitaw,Member,Female,FOOD AND BEVERAGES,$74.89 ,4,$14.98 ,,4352500.00%,3:32:00 PM,Ewallet,
662-72-2873,A,yangon,Normal,Female,FOOD AND BEVERAGES,$40.94 ,5,$10.24 ,,4347100.00%,1:58:00 PM,Ewallet,
525-88-7307,B,mandalay,Member,Male,SPORTS AND TRAVEL,$75.82 ,1,$3.79 ,,4349600.00%,1:19:00 PM,Cash,
689-16-9784,C,naypyitaw,Normal,Male,FOOD AND BEVERAGES,$46.77 ,6,$14.03 ,,4353500.00%,1:37:00 PM,Cash,
725-56-0833,A,yangon,Normal,Female,HEALTH AND BEAUTY,$32.32 ,10,$16.16 ,,4351600.00%,4:49:00 PM,Credit card,
394-41-0748,C,naypyitaw,Member,Female,FASHION ACCESSORIES,$54.07 ,9,$24.33 ,,4349200.00%,2:55:00 PM,Ewallet,
596-42-3999,B,mandalay,Normal,Male,FOOD AND BEVERAGES,$18.22 ,7,$6.38 ,,4353400.00%,2:04:00 PM,Credit card,
541-89-9860,C,naypyitaw,Member,Female,FASHION ACCESSORIES,$80.48 ,3,$12.07 ,,4351100.00%,12:31:00 PM,Cash,
173-82-9529,B,mandalay,Normal,Female,FASHION ACCESSORIES,$37.95 ,10,$18.98 ,,4349100.00%,2:51:00 PM,Cash,
563-36-9814,A,yangon,Member,Male,ELECTRONIC ACCESSORIES,$76.82 ,1,$3.84 ,,4350900.00%,6:27:00 PM,Ewallet,
308-47-4913,A,yangon,Member,Female,SPORTS AND TRAVEL,$52.26 ,10,$26.13 ,,4353300.00%,12:45:00 PM,Credit card,
885-17-6250,A,yangon,Normal,Female,HEALTH AND BEAUTY,$79.74 ,1,$3.99 ,,4353000.00%,10:36:00 AM,Ewallet,
726-27-2396,A,yangon,Normal,Female,HEALTH AND BEAUTY,$77.50 ,5,$19.38 ,,4348900.00%,8:36:00 PM,Ewallet,
316-01-3952,A,yangon,Normal,Female,FOOD AND BEVERAGES,$54.27 ,5,$13.57 ,,4353700.00%,2:16:00 PM,Ewallet,
760-54-1821,B,mandalay,Normal,Male,HOME AND LIFESTYLE,$13.59 ,9,$6.12 ,,4353900.00%,10:26:00 AM,Cash,
793-10-3222,B,mandalay,Member,Female,HEALTH AND BEAUTY,$41.06 ,6,$12.32 ,,4352900.00%,1:30:00 PM,Credit card,
346-12-3257,B,mandalay,Member,Male,ELECTRONIC ACCESSORIES,$19.24 ,9,$8.66 ,,4352800.00%,4:28:00 PM,Cash,
110-05-6330,C,naypyitaw,Normal,Female,FOOD AND BEVERAGES,$39.43 ,6,$11.83 ,,4354900.00%,8:18:00 PM,Credit card,
651-61-0874,C,naypyitaw,Normal,Male,HOME AND LIFESTYLE,$46.22 ,4,$9.24 ,,4353600.00%,8:04:00 PM,Credit card,
236-86-3015,C,naypyitaw,Member,Male,HOME AND LIFESTYLE,$13.98 ,1,$0.70 ,,4350000.00%,1:38:00 PM,Ewallet,
831-64-0259,B,mandalay,Normal,Female,FASHION ACCESSORIES,$39.75 ,5,$9.94 ,,4351800.00%,10:43:00 AM,Ewallet,
587-03-7455,C,naypyitaw,Member,Female,FASHION ACCESSORIES,$97.79 ,7,$34.23 ,,4351200.00%,5:30:00 PM,Ewallet,
882-40-4577,A,yangon,Member,Male,SPORTS AND TRAVEL,$67.26 ,4,$13.45 ,,4348400.00%,3:28:00 PM,Credit card,
732-67-5346,A,yangon,Normal,Male,FOOD AND BEVERAGES,$13.79 ,5,$3.45 ,,4347600.00%,7:07:00 PM,Credit card,
725-32-9708,B,mandalay,Member,Female,FASHION ACCESSORIES,$68.71 ,4,$13.74 ,,4346900.00%,7:01:00 PM,Cash,
256-08-8343,A,yangon,Normal,Female,HOME AND LIFESTYLE,$56.53 ,4,$11.31 ,,4352800.00%,7:48:00 PM,Ewallet,
372-26-1506,C,naypyitaw,Normal,Female,FASHION ACCESSORIES,$23.82 ,5,$5.96 ,,4349300.00%,7:24:00 PM,Ewallet,
244-08-0162,B,mandalay,Normal,Female,HEALTH AND BEAUTY,$34.21 ,10,$17.11 ,,4346700.00%,1:00:00 PM,Cash,
569-71-4390,B,mandalay,Normal,Male,SPORTS AND TRAVEL,$21.87 ,2,$2.19 ,,4349000.00%,2:29:00 PM,Ewallet,
132-23-6451,A,yangon,Member,Male,HEALTH AND BEAUTY,$20.97 ,5,$5.24 ,,4346900.00%,1:21:00 PM,Cash,
696-90-2548,A,yangon,Normal,Male,SPORTS AND TRAVEL,$25.84 ,3,$3.88 ,,4353400.00%,6:55:00 PM,Ewallet,
472-15-9636,A,yangon,Normal,Male,HOME AND LIFESTYLE,$50.93 ,8,$20.37 ,,4354600.00%,7:36:00 PM,Ewallet,
268-03-6164,B,mandalay,Normal,Male,HEALTH AND BEAUTY,$96.11 ,1,$4.81 ,,4349000.00%,4:28:00 PM,Ewallet,
750-57-9686,C,naypyitaw,Normal,Female,HOME AND LIFESTYLE,$45.38 ,4,$9.08 ,,4347300.00%,1:48:00 PM,Credit card,
186-09-3669,C,naypyitaw,Member,Female,HEALTH AND BEAUTY,$81.51 ,1,$4.08 ,,4348700.00%,10:57:00 AM,Ewallet,
848-07-1692,B,mandalay,Normal,Female,HEALTH AND BEAUTY,$57.22 ,2,$5.72 ,,4347700.00%,5:13:00 PM,Ewallet,
745-71-3520,A,yangon,Member,Female,ELECTRONIC ACCESSORIES,$25.22 ,7,$8.83 ,,4350000.00%,10:23:00 AM,Cash,
266-76-6436,C,naypyitaw,Member,Female,FOOD AND BEVERAGES,$38.60 ,3,$5.79 ,,4355200.00%,1:57:00 PM,Ewallet,
740-22-2500,C,naypyitaw,Normal,Female,ELECTRONIC ACCESSORIES,$84.05 ,3,$12.61 ,,4348800.00%,1:29:00 PM,Cash,
271-88-8734,C,naypyitaw,Member,Female,FASHION ACCESSORIES,$97.21 ,10,$48.61 ,,4350400.00%,1:00:00 PM,Credit card,
301-81-8610,B,mandalay,Member,Male,FASHION ACCESSORIES,$25.42 ,8,$10.17 ,,4354300.00%,7:42:00 PM,Credit card,
489-64-4354,C,naypyitaw,Normal,Male,FASHION ACCESSORIES,$16.28 ,1,$0.81 ,,4353300.00%,3:36:00 PM,Cash,
198-84-7132,B,mandalay,Member,Male,FASHION ACCESSORIES,$40.61 ,9,$18.27 ,,4346700.00%,1:40:00 PM,Cash,
269-10-8440,A,yangon,Member,Male,HEALTH AND BEAUTY,$53.17 ,7,$18.61 ,,4348600.00%,6:01:00 PM,Cash,
650-98-6268,B,mandalay,Member,Female,FOOD AND BEVERAGES,$20.87 ,3,$3.13 ,,4354400.00%,1:53:00 PM,Credit card,
741-73-3559,B,mandalay,Normal,Male,SPORTS AND TRAVEL,$67.27 ,5,$16.82 ,,4352300.00%,5:27:00 PM,Cash,
325-77-6186,A,yangon,Member,Female,HOME AND LIFESTYLE,$90.65 ,10,$45.33 ,,4353200.00%,10:53:00 AM,Ewallet,
286-75-7818,B,mandalay,Normal,Male,FASHION ACCESSORIES,$69.08 ,2,$6.91 ,,4349600.00%,7:48:00 PM,Credit card,
574-57-9721,C,naypyitaw,Normal,Male,FOOD AND BEVERAGES,$43.27 ,2,$4.33 ,,4353200.00%,4:53:00 PM,Ewallet,
459-50-7686,A,yangon,Normal,Female,ELECTRONIC ACCESSORIES,$23.46 ,6,$7.04 ,,4347800.00%,7:14:00 PM,Ewallet,
616-87-0016,B,mandalay,Normal,Male,FASHION ACCESSORIES,$95.54 ,7,$33.44 ,,4353300.00%,2:36:00 PM,Credit card,
837-55-7229,B,mandalay,Normal,Female,FASHION ACCESSORIES,$47.44 ,1,$2.37 ,,4351800.00%,6:19:00 PM,Credit card,
751-69-0068,C,naypyitaw,Normal,Male,SPORTS AND TRAVEL,$99.24 ,9,$44.66 ,,4354300.00%,7:09:00 PM,Ewallet,
257-73-1380,C,naypyitaw,Member,Male,SPORTS AND TRAVEL,$82.93 ,4,$16.59 ,,4348500.00%,4:51:00 PM,Ewallet,
345-08-4992,A,yangon,Normal,Male,HOME AND LIFESTYLE,$33.99 ,6,$10.20 ,,4353200.00%,3:37:00 PM,Credit card,
549-96-4200,C,naypyitaw,Member,Male,FOOD AND BEVERAGES,$17.04 ,4,$3.41 ,,4353200.00%,8:15:00 PM,Ewallet,
810-60-6344,C,naypyitaw,Normal,Female,ELECTRONIC ACCESSORIES,$40.86 ,8,$16.34 ,,4350300.00%,2:38:00 PM,Credit card,
450-28-2866,C,naypyitaw,Member,Male,FOOD AND BEVERAGES,$17.44 ,5,$4.36 ,,4348000.00%,7:25:00 PM,Cash,
394-30-3170,B,mandalay,Member,Female,SPORTS AND TRAVEL,$88.43 ,8,$35.37 ,,4354600.00%,7:35:00 PM,Credit card,
138-17-5109,A,yangon,Member,Female,HOME AND LIFESTYLE,$89.21 ,9,$40.14 ,,4348000.00%,3:42:00 PM,Credit card,
192-98-7397,C,naypyitaw,Normal,Male,FASHION ACCESSORIES,$12.78 ,1,$0.64 ,,4347300.00%,2:11:00 PM,Ewallet,
301-11-9629,A,yangon,Normal,Female,SPORTS AND TRAVEL,$19.10 ,7,$6.69 ,,4348000.00%,10:43:00 AM,Cash,
390-80-5128,B,mandalay,Member,Female,HEALTH AND BEAUTY,$19.15 ,1,$0.96 ,,4349300.00%,5:58:00 PM,Credit card,
235-46-8343,C,naypyitaw,Member,Male,FOOD AND BEVERAGES,$27.66 ,10,$13.83 ,,4351000.00%,11:26:00 AM,Credit card,
453-12-7053,C,naypyitaw,Normal,Male,FASHION ACCESSORIES,$45.74 ,3,$6.86 ,,4353400.00%,5:38:00 PM,Credit card,
296-11-7041,B,mandalay,Member,Female,HEALTH AND BEAUTY,$27.07 ,1,$1.35 ,,4347700.00%,8:07:00 PM,Credit card,
449-27-2918,B,mandalay,Member,Female,SPORTS AND TRAVEL,$39.12 ,1,$1.96 ,,4355000.00%,11:02:00 AM,Credit card,
891-01-7034,B,mandalay,Normal,Female,ELECTRONIC ACCESSORIES,$74.71 ,6,$22.41 ,,4346600.00%,7:07:00 PM,Cash,
744-09-5786,B,mandalay,Normal,Male,ELECTRONIC ACCESSORIES,$22.01 ,6,$6.60 ,,4346700.00%,6:50:00 PM,Cash,
727-17-0390,A,yangon,Normal,Female,FOOD AND BEVERAGES,$63.61 ,5,$15.90 ,,4354000.00%,12:43:00 PM,Ewallet,
568-88-3448,A,yangon,Normal,Male,HEALTH AND BEAUTY,$25.00 ,1,$1.25 ,,4352700.00%,3:09:00 PM,Ewallet,
187-83-5490,A,yangon,Member,Male,ELECTRONIC ACCESSORIES,$20.77 ,4,$4.15 ,,4349600.00%,1:47:00 PM,Cash,
767-54-1907,B,mandalay,Member,Female,FASHION ACCESSORIES,$29.56 ,5,$7.39 ,,4350900.00%,4:59:00 PM,Cash,
710-46-4433,B,mandalay,Member,Female,FOOD AND BEVERAGES,$77.40 ,9,$34.83 ,,4351100.00%,2:15:00 PM,Credit card,
533-33-5337,B,mandalay,Normal,Male,ELECTRONIC ACCESSORIES,$79.39 ,10,$39.70 ,,4350300.00%,8:24:00 PM,Cash,
325-90-8763,C,naypyitaw,Member,Female,ELECTRONIC ACCESSORIES,$46.57 ,10,$23.29 ,,4349200.00%,1:58:00 PM,Cash,
729-46-7422,C,naypyitaw,Normal,Male,FOOD AND BEVERAGES,$35.89 ,1,$1.79 ,,4351900.00%,4:52:00 PM,Credit card,
639-76-1242,C,naypyitaw,Normal,Male,FOOD AND BEVERAGES,$40.52 ,5,$10.13 ,,4349900.00%,3:19:00 PM,Cash,
234-03-4040,B,mandalay,Member,Female,FOOD AND BEVERAGES,$73.05 ,10,$36.53 ,,4352700.00%,12:25:00 PM,Credit card,
326-71-2155,C,naypyitaw,Normal,Female,SPORTS AND TRAVEL,$73.95 ,4,$14.79 ,,4349900.00%,10:02:00 AM,Cash,
320-32-8842,C,naypyitaw,Member,Female,FOOD AND BEVERAGES,$22.62 ,1,$1.13 ,,4354100.00%,6:58:00 PM,Cash,
470-32-9057,A,yangon,Member,Male,FOOD AND BEVERAGES,$51.34 ,5,$12.84 ,,4355200.00%,3:31:00 PM,Credit card,
878-30-2331,C,naypyitaw,Member,Female,SPORTS AND TRAVEL,$54.55 ,10,$27.28 ,,4352600.00%,11:22:00 AM,Credit card,
440-59-5691,C,naypyitaw,Member,Female,HEALTH AND BEAUTY,$37.15 ,7,$13.00 ,,4350400.00%,1:12:00 PM,Credit card,
554-53-3790,B,mandalay,Normal,Male,SPORTS AND TRAVEL,$37.02 ,6,$11.11 ,,4354600.00%,6:33:00 PM,Cash,
746-19-0921,C,naypyitaw,Normal,Male,FOOD AND BEVERAGES,$21.58 ,1,$1.08 ,,4350500.00%,10:02:00 AM,Ewallet,
233-34-0817,C,naypyitaw,Member,Female,ELECTRONIC ACCESSORIES,$98.84 ,1,$4.94 ,,4351100.00%,11:21:00 AM,Cash,
767-05-1286,C,naypyitaw,Member,Female,HOME AND LIFESTYLE,$83.77 ,6,$25.13 ,,4348800.00%,12:10:00 PM,Ewallet,
340-21-9136,A,yangon,Member,Female,SPORTS AND TRAVEL,$40.05 ,4,$8.01 ,,4349000.00%,11:40:00 AM,Cash,
405-31-3305,A,yangon,Member,Male,FASHION ACCESSORIES,$43.13 ,10,$21.57 ,,4349800.00%,6:31:00 PM,Credit card,
731-59-7531,B,mandalay,Member,Male,HEALTH AND BEAUTY,$72.57 ,8,$29.03 ,,4355400.00%,5:58:00 PM,Cash,
676-39-6028,A,yangon,Member,Female,ELECTRONIC ACCESSORIES,$64.44 ,5,$16.11 ,,4355400.00%,5:04:00 PM,Cash,
502-05-1910,A,yangon,Normal,Male,HEALTH AND BEAUTY,$65.18 ,3,$9.78 ,,4352100.00%,8:35:00 PM,Credit card,
485-30-8700,A,yangon,Normal,Female,SPORTS AND TRAVEL,$33.26 ,5,$8.32 ,,4354200.00%,4:10:00 PM,Credit card,
598-47-9715,C,naypyitaw,Normal,Male,ELECTRONIC ACCESSORIES,$84.07 ,4,$16.81 ,,4353100.00%,4:54:00 PM,Ewallet,
701-69-8742,B,mandalay,Normal,Male,SPORTS AND TRAVEL,$34.37 ,10,$17.19 ,,4354000.00%,10:11:00 AM,Ewallet,
575-67-1508,A,yangon,Normal,Male,ELECTRONIC ACCESSORIES,$38.60 ,1,$1.93 ,,4349400.00%,11:26:00 AM,Ewallet,
541-08-3113,C,naypyitaw,Normal,Male,FOOD AND BEVERAGES,$65.97 ,8,$26.39 ,,4349800.00%,8:29:00 PM,Cash,
246-11-3901,C,naypyitaw,Normal,Female,ELECTRONIC ACCESSORIES,$32.80 ,10,$16.40 ,,4351100.00%,12:12:00 PM,Cash,
674-15-9296,A,yangon,Normal,Male,SPORTS AND TRAVEL,$37.14 ,5,$9.29 ,,4347300.00%,1:05:00 PM,Ewallet,
305-18-3552,B,mandalay,Member,Male,HOME AND LIFESTYLE,$60.38 ,10,$30.19 ,,4350800.00%,4:19:00 PM,Cash,
493-65-6248,C,naypyitaw,Member,Female,SPORTS AND TRAVEL,$36.98 ,10,$18.49 ,,4346600.00%,7:48:00 PM,Credit card,
438-01-4015,B,mandalay,Member,Female,SPORTS AND TRAVEL,$49.49 ,4,$9.90 ,,4354500.00%,3:25:00 PM,Ewallet,
709-58-4068,B,mandalay,Normal,Female,FASHION ACCESSORIES,$41.09 ,10,$20.55 ,,4352400.00%,2:42:00 PM,Cash,
795-49-7276,A,yangon,Normal,Male,FASHION ACCESSORIES,$37.15 ,4,$7.43 ,,4354700.00%,6:59:00 PM,Ewallet,
556-72-8512,C,naypyitaw,Normal,Male,HOME AND LIFESTYLE,$22.96 ,1,$1.15 ,,4349500.00%,8:47:00 PM,Cash,
627-95-3243,B,mandalay,Member,Female,HOME AND LIFESTYLE,$77.68 ,9,$34.96 ,,4350000.00%,1:21:00 PM,Ewallet,
686-41-0932,B,mandalay,Normal,Female,FASHION ACCESSORIES,$34.70 ,2,$3.47 ,,4353700.00%,7:48:00 PM,Ewallet,
510-09-5628,A,yangon,Member,Female,FASHION ACCESSORIES,$19.66 ,10,$9.83 ,,4353900.00%,6:20:00 PM,Credit card,
608-04-3797,B,mandalay,Member,Female,HEALTH AND BEAUTY,$25.32 ,8,$10.13 ,,4352900.00%,8:24:00 PM,Ewallet,
148-82-2527,C,naypyitaw,Member,Female,HOME AND LIFESTYLE,$12.12 ,10,$6.06 ,,4352900.00%,1:44:00 PM,Credit card,
437-53-3084,B,mandalay,Normal,Male,FASHION ACCESSORIES,$99.89 ,2,$9.99 ,,4352200.00%,11:48:00 AM,Ewallet,
632-32-4574,B,mandalay,Normal,Male,SPORTS AND TRAVEL,$75.92 ,8,$30.37 ,,4354400.00%,2:14:00 PM,Cash,
556-97-7101,C,naypyitaw,Normal,Female,ELECTRONIC ACCESSORIES,$63.22 ,2,$6.32 ,,4346600.00%,3:51:00 PM,Cash,
862-59-8517,C,naypyitaw,Normal,Female,FOOD AND BEVERAGES,$90.24 ,6,$27.07 ,,4349200.00%,11:17:00 AM,Cash,
401-18-8016,B,mandalay,Member,Female,SPORTS AND TRAVEL,$98.13 ,1,$4.91 ,,4348600.00%,5:36:00 PM,Cash,
420-18-8989,A,yangon,Member,Female,SPORTS AND TRAVEL,$51.52 ,8,$20.61 ,,4349800.00%,3:47:00 PM,Cash,
277-63-2961,B,mandalay,Member,Male,SPORTS AND TRAVEL,$73.97 ,1,$3.70 ,,4349900.00%,3:53:00 PM,Credit card,
573-98-8548,C,naypyitaw,Member,Female,FASHION ACCESSORIES,$31.90 ,1,$1.60 ,,4347000.00%,12:40:00 PM,Ewallet,
620-02-2046,C,naypyitaw,Normal,Male,HOME AND LIFESTYLE,$69.40 ,2,$6.94 ,,4349200.00%,7:48:00 PM,Ewallet,
282-35-2475,B,mandalay,Normal,Female,SPORTS AND TRAVEL,$93.31 ,2,$9.33 ,,4354900.00%,5:53:00 PM,Cash,
511-54-3087,B,mandalay,Normal,Male,SPORTS AND TRAVEL,$88.45 ,1,$4.42 ,,4352100.00%,4:36:00 PM,Credit card,
726-29-6793,A,yangon,Member,Male,ELECTRONIC ACCESSORIES,$24.18 ,8,$9.67 ,,4349300.00%,8:54:00 PM,Ewallet,
387-49-4215,B,mandalay,Member,Female,SPORTS AND TRAVEL,$48.50 ,3,$7.28 ,,4347300.00%,12:50:00 PM,Cash,
862-17-9201,B,mandalay,Normal,Female,FOOD AND BEVERAGES,$84.05 ,6,$25.22 ,,4349400.00%,10:48:00 AM,Credit card,
291-21-5991,B,mandalay,Member,Male,HEALTH AND BEAUTY,$61.29 ,5,$15.32 ,,4355300.00%,2:28:00 PM,Cash,
602-80-9671,C,naypyitaw,Member,Female,HOME AND LIFESTYLE,$15.95 ,6,$4.79 ,,4350500.00%,5:15:00 PM,Credit card,
347-72-6115,B,mandalay,Member,Female,SPORTS AND TRAVEL,$90.74 ,7,$31.76 ,,4348100.00%,6:03:00 PM,Credit card,
209-61-0206,A,yangon,Normal,Female,HOME AND LIFESTYLE,$42.91 ,5,$10.73 ,,4347000.00%,5:29:00 PM,Ewallet,
595-27-4851,A,yangon,Normal,Female,FASHION ACCESSORIES,$54.28 ,7,$19.00 ,,4349200.00%,6:05:00 PM,Ewallet,
189-52-0236,A,yangon,Normal,Male,ELECTRONIC ACCESSORIES,$99.55 ,7,$34.84 ,,4353800.00%,12:07:00 PM,Cash,
503-07-0930,C,naypyitaw,Member,Male,SPORTS AND TRAVEL,$58.39 ,7,$20.44 ,,4351900.00%,7:49:00 PM,Credit card,
413-20-6708,C,naypyitaw,Member,Female,FASHION ACCESSORIES,$51.47 ,1,$2.57 ,,4354200.00%,3:52:00 PM,Ewallet,
425-85-2085,B,mandalay,Member,Male,HEALTH AND BEAUTY,$54.86 ,5,$13.72 ,,4355300.00%,4:48:00 PM,Ewallet,
521-18-7827,C,naypyitaw,Member,Male,HOME AND LIFESTYLE,$39.39 ,5,$9.85 ,,4348700.00%,8:46:00 PM,Credit card,
220-28-1851,A,yangon,Normal,Male,HOME AND LIFESTYLE,$34.73 ,2,$3.47 ,,4352500.00%,6:14:00 PM,Ewallet,
600-38-9738,C,naypyitaw,Member,Male,SPORTS AND TRAVEL,$71.92 ,5,$17.98 ,,4348200.00%,3:05:00 PM,Credit card,
734-91-1155,B,mandalay,Normal,Female,ELECTRONIC ACCESSORIES,$45.71 ,3,$6.86 ,,4355000.00%,10:34:00 AM,Credit card,
451-28-5717,C,naypyitaw,Member,Female,HOME AND LIFESTYLE,$83.17 ,6,$24.95 ,,4354400.00%,11:23:00 AM,Cash,
609-81-8548,A,yangon,Member,Female,HOME AND LIFESTYLE,$37.44 ,6,$11.23 ,,4350200.00%,1:55:00 PM,Credit card,
133-14-7229,C,naypyitaw,Normal,Male,HEALTH AND BEAUTY,$62.87 ,2,$6.29 ,,4346600.00%,11:43:00 AM,Cash,
534-01-4457,A,yangon,Normal,Male,FOOD AND BEVERAGES,$81.71 ,6,$24.51 ,,4349200.00%,2:36:00 PM,Credit card,
719-89-8991,A,yangon,Member,Female,SPORTS AND TRAVEL,$91.41 ,5,$22.85 ,,4352100.00%,4:03:00 PM,Ewallet,
286-62-6248,B,mandalay,Normal,Male,FASHION ACCESSORIES,$39.21 ,4,$7.84 ,,4348100.00%,8:03:00 PM,Credit card,
339-38-9982,B,mandalay,Member,Male,FASHION ACCESSORIES,$59.86 ,2,$5.99 ,,4347800.00%,2:55:00 PM,Ewallet,
827-44-5872,B,mandalay,Member,Female,FOOD AND BEVERAGES,$54.36 ,10,$27.18 ,,4350300.00%,11:28:00 AM,Credit card,
827-77-7633,A,yangon,Normal,Male,SPORTS AND TRAVEL,$98.09 ,9,$44.14 ,,4351300.00%,7:41:00 PM,Cash,
287-83-1405,A,yangon,Normal,Male,HEALTH AND BEAUTY,$25.43 ,6,$7.63 ,,4350800.00%,7:01:00 PM,Ewallet,
435-13-4908,A,yangon,Member,Male,FASHION ACCESSORIES,$86.68 ,8,$34.67 ,,4348900.00%,6:04:00 PM,Credit card,
857-67-9057,B,mandalay,Normal,Male,ELECTRONIC ACCESSORIES,$22.95 ,10,$11.48 ,,4350200.00%,7:20:00 PM,Ewallet,
236-27-1144,C,naypyitaw,Normal,Female,FOOD AND BEVERAGES,$16.31 ,9,$7.34 ,,4355000.00%,10:31:00 AM,Ewallet,
892-05-6689,A,yangon,Normal,Female,HOME AND LIFESTYLE,$28.32 ,5,$7.08 ,,4353500.00%,1:28:00 PM,Ewallet,
583-41-4548,C,naypyitaw,Normal,Male,HOME AND LIFESTYLE,$16.67 ,7,$5.83 ,,4350300.00%,11:36:00 AM,Ewallet,
339-12-4827,B,mandalay,Member,Female,FASHION ACCESSORIES,$73.96 ,1,$3.70 ,,4347000.00%,11:32:00 AM,Credit card,
643-38-7867,A,yangon,Normal,Male,HOME AND LIFESTYLE,$97.94 ,1,$4.90 ,,4353100.00%,11:44:00 AM,Ewallet,
308-81-0538,A,yangon,Normal,Female,FASHION ACCESSORIES,$73.05 ,4,$14.61 ,,4352100.00%,5:16:00 PM,Credit card,
358-88-9262,C,naypyitaw,Member,Female,FOOD AND BEVERAGES,$87.48 ,6,$26.24 ,,4349700.00%,6:43:00 PM,Ewallet,
460-35-4390,A,yangon,Normal,Male,HOME AND LIFESTYLE,$30.68 ,3,$4.60 ,,4348700.00%,11:00:00 AM,Ewallet,
343-87-0864,C,naypyitaw,Member,Male,HEALTH AND BEAUTY,$75.88 ,1,$3.79 ,,4346800.00%,10:30:00 AM,Credit card,
173-50-1108,B,mandalay,Member,Female,SPORTS AND TRAVEL,$20.18 ,4,$4.04 ,,4350900.00%,12:14:00 PM,Credit card,
243-47-2663,C,naypyitaw,Member,Male,ELECTRONIC ACCESSORIES,$18.77 ,6,$5.63 ,,4349300.00%,4:43:00 PM,Credit card,
841-18-8232,B,mandalay,Normal,Female,FOOD AND BEVERAGES,$71.20 ,1,$3.56 ,,4347000.00%,8:40:00 PM,Credit card,
701-23-5550,B,mandalay,Member,Male,HOME AND LIFESTYLE,$38.81 ,4,$7.76 ,,4354300.00%,1:40:00 PM,Ewallet,
647-50-1224,A,yangon,Normal,Female,FASHION ACCESSORIES,$29.42 ,10,$14.71 ,,4347700.00%,4:23:00 PM,Ewallet,
541-48-8554,A,yangon,Normal,Male,SPORTS AND TRAVEL,$60.95 ,9,$27.43 ,,4347200.00%,12:08:00 PM,Credit card,
539-21-7227,B,mandalay,Normal,Female,SPORTS AND TRAVEL,$51.54 ,5,$12.89 ,,4349100.00%,5:45:00 PM,Cash,
213-32-1216,A,yangon,Normal,Female,ELECTRONIC ACCESSORIES,$66.06 ,6,$19.82 ,,4348800.00%,10:28:00 AM,Cash,
747-58-7183,B,mandalay,Normal,Male,FASHION ACCESSORIES,$57.27 ,3,$8.59 ,,4350500.00%,8:31:00 PM,Ewallet,
582-52-8065,B,mandalay,Normal,Female,FASHION ACCESSORIES,$54.31 ,9,$24.44 ,,4351800.00%,10:49:00 AM,Cash,
210-57-1719,B,mandalay,Normal,Female,HEALTH AND BEAUTY,$58.24 ,9,$26.21 ,,4350100.00%,12:34:00 PM,Cash,
399-69-4630,C,naypyitaw,Normal,Male,ELECTRONIC ACCESSORIES,$22.21 ,6,$6.66 ,,4353100.00%,10:23:00 AM,Credit card,
134-75-2619,A,yangon,Member,Male,ELECTRONIC ACCESSORIES,$19.32 ,7,$6.76 ,,4354900.00%,6:51:00 PM,Cash,
356-44-8813,B,mandalay,Normal,Male,HOME AND LIFESTYLE,$37.48 ,3,$5.62 ,,4348500.00%,1:45:00 PM,Credit card,
198-66-9832,B,mandalay,Member,Female,FASHION ACCESSORIES,$72.04 ,2,$7.20 ,,4350000.00%,7:38:00 PM,Cash,
283-26-5248,C,naypyitaw,Member,Female,FOOD AND BEVERAGES,$98.52 ,10,$49.26 ,,4349500.00%,8:23:00 PM,Ewallet,
712-39-0363,A,yangon,Member,Male,FOOD AND BEVERAGES,$41.66 ,6,$12.50 ,,4346700.00%,3:24:00 PM,Ewallet,
218-59-9410,A,yangon,Member,Female,HOME AND LIFESTYLE,$72.42 ,3,$10.86 ,,4355300.00%,4:54:00 PM,Ewallet,
